benchmark,runs,hv_mean,hv_std,hv_median,hv_min,hv_max,igd_mean,igd_std,igd_median,igd_min,igd_max,gd_mean,gd_std,gd_median,gd_min,gd_max,spacing_mean,spacing_std,spacing_median,spacing_min,spacing_max,archive_size_mean,archive_size_std,archive_size_median,archive_size_min,archive_size_max,nfe_mean,nfe_std,nfe_median,nfe_min,nfe_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median,runtime_seconds_min,runtime_seconds_max
ZDT1,10,0.8683365857760598,0.0006325061960549721,0.8684007430988547,0.8670465605824317,0.8693185817931662,0.004843375652120413,0.0002671781970784995,0.00480956201580972,0.004447364307245049,0.005398760740371077,0.0029020916904790406,0.0003729045001304821,0.0028587251809000973,0.002400269577279162,0.0036874438278833013,0.0022994650980218286,0.00014645999158781613,0.002261819880870392,0.0021158126131127085,0.0025360622839059395,100,0.0,100.0,100,100,25100,0.0,25100.0,25100,25100,23.865079225,0.6064727182632983,23.981158187500014,22.753318290999996,24.808562499999994
ZDT2,10,0.5352241851646568,0.0003547132301938436,0.5352193992563272,0.5344970233955975,0.5357343669383733,0.004602845722491841,0.00013546691809803788,0.004609482949606633,0.00436853496306302,0.004833277386978492,0.002259783458639097,0.00024351765266531178,0.002279504552561407,0.0018302364847973141,0.0026324467273152632,0.002328281433332392,0.0003044135186707571,0.0022736808868162187,0.0019777016016241464,0.002884198636220492,100,0.0,100.0,100,100,25100,0.0,25100.0,25100,25100,23.01494953329999,0.539362317750804,23.218019041500014,22.00415345900001,23.447108707999973
ZDT3,10,1.3157792690868386,0.025962278221574004,1.3236716101572266,1.241912368948596,1.325107341735627,0.010840952878292181,0.017631878983991475,0.005305461021835696,0.005022191370609517,0.06102113320920367,0.0021441727363801085,0.00032869704453047124,0.002191555675994092,0.0015915282787870696,0.002528884162507707,0.0034640951528220848,0.00039326342140958467,0.0033310234554665644,0.003052161632110926,0.004310979340708581,100,0.0,100.0,100,100,25100,0.0,25100.0,25100,25100,24.15403195030002,0.38888257064846743,24.005303500499963,23.804573084000026,24.86509787500006
ZDT4,10,0.0,0.0,0.0,0.0,0.0,4.241243954856218,1.832326418385155,3.5007593865699143,2.5668497476262124,8.805419022447524,5.112376056938759,2.23128867423768,4.396113010251877,3.029061171506691,9.987863304109895,0.5929880842764823,1.1582400058857365,0.0493391298266598,0.022763334296524582,3.13491965546572,100,0.0,100.0,100,100,25100,0.0,25100.0,25100,25100,14.152123099899995,0.16897237811875446,14.178699979500038,13.816989917,14.447152582999934
ZDT6,10,0.4917742108086151,0.0012061755493704745,0.49189212752901623,0.4899329260495618,0.4933529268759541,0.00998788974142031,0.0008222862656297481,0.009908998680539884,0.009004698511922968,0.011367570509244482,0.009618319450884849,0.000944741706375737,0.009768767770734283,0.00838355700368058,0.011006667630771683,0.0019354765699135523,0.0002093312830825088,0.0019610982465666,0.0016078091559377189,0.0023183393024132494,100,0.0,100.0,100,100,25100,0.0,25100.0,25100,25100,18.472854733299982,0.24107158823631214,18.445735999500073,18.184520041999917,18.93650541599993
